primaryTitle,startYear,averageRating,directors,genres,numVotes,originalTitle,runtimeMinutes,tconst,writers
Shongkhonil Karagar,1992,8.6,nm7762328,"Drama,Family",172,Shongkhonil Karagar,\N,tt5240178,"nm0014152,nm7762328"
Eating You Alive,2018,8.0,nm7764142,Documentary,867,Eating You Alive,108,tt5241760,\N
This Is Not a Coup,2016,8.2,"nm4414980,nm3550532",Documentary,197,This Is Not a Coup,80,tt5250776,nm4414980
The Belly of the Beast,2008,9.1,nm0863570,Horror,393,The Belly of the Beast,89,tt5254458,nm0280541
Underfire: The Untold Story of Pfc. Tony Vaccaro,2016,8.0,nm5802062,"Biography,Documentary,Drama",296,Underfire: The Untold Story of Pfc. Tony Vaccaro,79,tt5254612,"nm5802062,nm0859616"
Chasing Bubbles,2016,8.0,"nm7775766,nm7775767",Documentary,273,Chasing Bubbles,80,tt5254722,\N
American Gospel: Christ Alone,2018,8.6,nm4432410,Documentary,968,American Gospel: Christ Alone,139,tt5258388,nm4432410
All the Rage,2016,8.4,"nm1237178,nm0302216,nm0370346","Biography,Documentary,Drama",282,All the Rage (Saved by Sarno),94,tt5272796,\N
O.J.: Made in America,2016,8.9,nm1554601,"Biography,Crime,Documentary",20179,O.J.: Made in America,467,tt5275892,\N
The Importance of Being Earnest on Stage,2015,8.4,nm0633542,Comedy,119,The Importance of Being Earnest,170,tt5280954,nm0928492
Hangor Nodi Grenade,1997,8.6,nm2612251,"Drama,War",471,Hangor Nodi Grenade,113,tt5281680,"nm4331765,nm7885004,nm7684491,nm2612251"
The Hunger,1984,8.7,nm0403951,Drama,313,Bhat Dey,142,tt5302552,nm0403951
Your Name.,2016,8.4,nm1396121,"Animation,Drama,Fantasy",271237,Kimi no Na wa.,106,tt5311514,"nm1396121,nm1038805"
Natsamrat,2016,8.8,nm0542498,"Drama,Family",6761,Natsamrat,166,tt5311546,"nm3871075,nm0542498,nm2590575,nm4441810"
Sairat,2016,8.3,nm5616219,"Drama,Romance",13562,Sairat,174,tt5312232,"nm5616219,nm7827190"
A Silent Voice: The Movie,2016,8.1,nm2210720,"Animation,Drama",83825,Koe no katachi,130,tt5323662,"nm7835741,nm1027089,nm2116827"
Last Thirteen,2016,8.3,nm7840472,Documentary,154,Last Thirteen,107,tt5329230,\N
Blue,2017,8.3,nm6622234,"Documentary,Music",918,Blue,100,tt5331594,"nm7051797,nm6622234"
One Step Behind the Seraphim,2017,8.2,nm3212856,Drama,3248,One Step Behind the Seraphim,150,tt5335314,nm3212856
USS Indianapolis: The Legacy,2015,8.2,nm1111224,Documentary,133,USS Indianapolis: The Legacy,98,tt5337696,\N
Mithila Makhaan,2019,9.5,nm6455554,Drama,335,Mithila Makhaan,131,tt5344460,\N
Mirror Game,2016,9.0,nm2755490,"Crime,Mystery,Thriller",27236,Aynabaji,147,tt5354160,"nm7861816,nm7861817,nm7861818"
Naanu Avanalla... Avalu,2015,8.5,nm5361794,Drama,150,Naanu Avanalla... Avalu,115,tt5368224,nm5361794
Paint Drying,2016,9.0,nm5950300,Documentary,521,Paint Drying,607,tt5375100,\N
Ghuddi,1980,8.2,nm7916318,Drama,220,Ghuddi,\N,tt5457076,nm7916318
Kammatti Paadam,2016,8.0,nm1056059,"Action,Drama",4754,Kammatti Paadam,177,tt5458088,"nm1411869,nm1548005,nm8870020,nm5481625"
Life and a Day,2016,8.2,nm7920254,Drama,15646,Abad va yek rooz,112,tt5460658,nm7920254
Amrutha Varshini,1997,8.7,nm0045068,"Drama,Romance",253,Amrutha Varshini,147,tt5471570,nm0045068
Iraivi,2016,8.0,nm5366274,"Crime,Drama",3413,Iraivi,160,tt5477194,nm5366274
Tickling Giants,2016,8.2,nm1582846,Documentary,1640,Tickling Giants,111,tt5494396,nm1582846
La deuxième nuit,2016,8.2,nm1062779,Documentary,101,La deuxième nuit,75,tt5501166,nm1062779
Kshanam,2016,8.2,nm6044360,"Mystery,Thriller",5676,Kshanam,110,tt5504168,"nm3414188,nm6044360,nm2493024"
The Unnamed,2016,9.0,nm2609716,Drama,5358,Oggatonama,100,tt5510934,nm2609716
Lives Well Lived,2018,8.6,nm7979593,Documentary,114,Lives Well Lived,72,tt5528880,\N
National Theatre Live: Les Liaisons Dangereuses,2016,8.1,"nm6066050,nm2300053",Romance,117,National Theatre Live: Les Liaisons Dangereuses,210,tt5536316,"nm0358960,nm0480166"
Kiragoorina Gayyaligalu,2016,8.2,nm5746541,"Crime,Drama",153,Kiragoorina Gayyaligalu,139,tt5537724,"nm5746543,nm1253437"
Trinity,2016,8.6,nm2474072,"Drama,Horror",177,Trinity,84,tt5544722,nm2474072
Life Begins Now,2017,8.7,nm7929149,"Drama,Romance",2217,Life Begins Now,84,tt5552086,nm7998946
Maanagaram,2017,8.1,nm7992231,"Action,Thriller",6343,Maanagaram,137,tt5559528,"nm7992231,nm5324114,nm9012891"
Ardaas,2016,8.3,nm3993149,Drama,1601,Ardaas,135,tt5565670,"nm3993149,nm2378766"
Much Ado About Nothing,2011,8.6,nm1977735,"Comedy,Romance",849,Much Ado About Nothing,161,tt5569310,nm0000636
Pink,2016,8.1,nm2287772,"Crime,Drama,Thriller",45761,Pink,136,tt5571734,"nm1999473,nm2287772,nm1937760"
90 Years of PAOK: Nostalgia for the Future,2016,8.8,nm0872538,"Documentary,Sport",101,90 hronia PAOK: Nostalgontas to mellon,102,tt5588280,nm0872538
Truth and Justice,2019,8.0,nm1823803,Drama,4461,Tõde ja õigus,165,tt5593384,"nm1802885,nm1823803"
Lathe Joshi,2016,8.2,nm7989066,Drama,139,Lathe Joshi,104,tt5599536,nm7989066
Tattoo Girls,2018,8.2,nm2488331,Documentary,317,Tattoo Girls,104,tt5601424,\N
Joker,2016,8.3,"nm6327305,nm10429120","Comedy,Drama",3565,Joker,130,tt5611648,nm6327305
Hope for All: Unsere Nahrung - unsere Hoffnung,2016,8.0,nm8054735,Documentary,230,Hope for All: Unsere Nahrung - unsere Hoffnung,100,tt5614414,nm8054735
This Is Us,2017,8.8,nm3761537,Drama,159,This Is Us,90,tt5617898,nm4109519
Street Gang: How We Got to Sesame Street,2021,8.0,nm1802009,"Documentary,Family,History",1131,Street Gang: How We Got to Sesame Street,107,tt5618690,nm8058579
Shakespeare's Globe Theatre: Twelfth Night,2013,9.0,nm3291600,Comedy,393,Twelfth Night,176,tt5622262,nm0000636
Life and Fight,2016,8.1,nm1465005,"Drama,History,Romance",703,Kyanq u Kriv,110,tt5674554,nm1465005
Pashupati Prasad,2016,8.6,nm8120704,"Comedy,Drama,Romance",1604,Pashupati Prasad,140,tt5691226,nm6083332
Wait for Your Laugh,2017,8.2,nm1852117,"Biography,Comedy,Documentary",550,Wait for Your Laugh,85,tt5710688,"nm7512407,nm1852117"
Avec l'amour,2017,9.1,nm8173844,"Comedy,Documentary,Drama",219,Avec l'amour,67,tt5759506,"nm8173844,nm1389493"
Dominion,2018,9.0,nm6856823,"Documentary,Horror",3773,Dominion,120,tt5773402,nm6856823
Les pépites,2016,8.1,nm3479619,Documentary,128,Les pépites,88,tt5774604,nm3479619
One More Time with Feeling,2016,8.2,nm0231596,"Documentary,Music",5199,One More Time with Feeling,113,tt5777628,\N
Big Bang Made the Movie,2016,8.0,nm8192954,"Documentary,Music",291,Big Bang Made the Movie,114,tt5781266,\N
Chapter One: The Kiteboard Legacy Begins,2016,8.7,nm8221768,"Adventure,Documentary,Sport",101,Chapter One: The Kiteboard Legacy Begins,83,tt5813274,nm8221768
The Mountain II,2016,8.2,nm3809021,"Action,Drama,War",108681,Dag II,135,tt5813916,nm3809021
Lobanovskiy Forever,2016,8.0,nm3581874,"Biography,Documentary,Sport",110,Lobanovskiy Forever,93,tt5818322,nm8226860
Pelli Choopulu,2016,8.2,nm5056902,"Comedy,Drama,Romance",7600,Pelli Choopulu,125,tt5824826,"nm5056902,nm8412322"
Wij Moszkowicz,2016,8.0,nm7733682,Documentary,118,Wij Moszkowicz,\N,tt5850560,\N
Aruvi,2016,8.4,nm8273413,Drama,13307,Aruvi,130,tt5867800,nm8273413
The Ukrainians,2015,8.7,"nm8274204,nm7713205","Documentary,War",208,The Ukrainians,85,tt5868596,\N
Mobile Suit Gundam: The Origin III - Dawn of Rebellion,2016,8.0,"nm0408086,nm0946654","Action,Animation,Drama",508,Kidou senshi Gandamu: The Origin III - Akatsuki no houki,68,tt5871184,"nm0866707,nm0946654"
Guppy,2016,8.1,nm5939217,"Comedy,Drama",2195,Guppy,158,tt5889462,nm5939217
Spies Are Forever,2016,8.7,nm5083382,Musical,261,Spies Are Forever,159,tt5891144,"nm2861201,nm4013413,nm5083382"
Moleman 4: Longplay,2017,8.3,nm3791887,"Animation,Documentary,History",113,Moleman 4: Longplay,84,tt5891492,nm3791887
13th,2016,8.2,nm1148550,"Crime,Documentary,History",35962,13th,100,tt5895028,"nm2589786,nm1148550"
Crazywise,2016,8.0,"nm3870094,nm3355697",Documentary,122,Crazywise,82,tt5898454,nm3870094
Thondi Muthalum Driksakshiyum,2017,8.1,nm4584004,"Crime,Drama,Thriller",6781,Thondimuthalum Dhriksakshiyum,135,tt5906392,"nm8263949,nm4544331"
"The History of Iron Maiden: Part 1, The Early Days",2004,8.9,nm0025316,"Documentary,Music",261,"The History of Iron Maiden: Part 1, The Early Days",270,tt5912128,\N
Tora-san in Goto,2016,8.0,nm8008906,"Documentary,Drama",147,Gotô no torasan,114,tt5912300,\N
Stadium Anthems,2018,8.1,nm8320947,"Comedy,Drama,Music",222,Stadium Anthems,99,tt5918734,nm8320947
Pärdä,2016,8.2,nm7665975,Drama,391,Pärdä,72,tt5923708,nm7665975
Make America Laugh Again,2018,8.4,nm1887418,Documentary,200,Make Me Laugh,84,tt5924214,nm1887418
Before the Flood,2016,8.2,nm0001770,"Documentary,News",28095,Before the Flood,96,tt5929776,nm0598531
"Ben-Gurion, Epilogue",2016,8.1,nm2103438,"Documentary,History",108,"Ben-Gurion, Epilogue",61,tt5934542,nm2103438
Branagh Theatre Live: Romeo and Juliet,2016,8.2,"nm0038936,nm0000110,nm0139081",Romance,400,Branagh Theatre Live: Romeo and Juliet,165,tt5943392,"nm10581811,nm10581810,nm0000636"
Into the Valli,2018,8.3,"nm7900820,nm7900821","Drama,Thriller",323,Into the Valli,76,tt5949226,"nm7900820,nm7900821"
Lumière!,2016,8.1,nm1175459,"Documentary,History",1486,Lumière!,90,tt5954462,nm1175459
Psycho Family,2017,8.4,nm1331326,Documentary,548,Psycho Family,91,tt5957600,\N
Vada Chennai,2018,8.4,nm4274575,"Action,Crime,Drama",17566,Vada Chennai,164,tt5959980,"nm13659743,nm4274575"
Aloko Udapadi,2017,8.3,"nm8359417,nm8529623","Drama,History",6802,Aloko Udapadi,113,tt5963218,nm5465931
Jay Sebring....Cutting to the Truth,2020,8.3,nm0227196,"Biography,Documentary",110,Jay Sebring....Cutting to the Truth,91,tt5963316,\N
Kill Bill: The Whole Bloody Affair,2011,8.8,nm0000233,"Action,Crime,Thriller",12488,Kill Bill: The Whole Bloody Affair,247,tt6019206,"nm0000233,nm0000235"
Word from a Gamer,2018,9.2,"nm5982013,nm3806890",Documentary,260,Word from a Gamer,92,tt6023118,nm5982013
"To Joey, with Love",2016,8.4,nm3020655,Documentary,178,"To Joey, with Love",90,tt6023560,nm3020655
Conquering Southern China,2016,8.4,nm8426796,Documentary,537,Conquering Southern China,101,tt6050292,"nm8426796,nm8426799"
Kirik Party,2016,8.3,nm6142895,"Comedy,Drama",6749,Kirik Party,159,tt6054758,"nm5756214,nm6142895,nm5361525,nm8531646,nm7882203,nm9220392"
Uncommon Sense,2017,8.3,nm8440940,"Biography,Documentary",286,Uncommon Sense,107,tt6065284,nm8440940
Batman & Bill,2017,8.0,"nm0034531,nm1852224","Animation,Documentary,Mystery",2077,Batman & Bill,93,tt6067832,\N
Love & Bananas: An Elephant Story,2018,8.0,nm0068042,"Action,Adventure,Documentary",284,Love & Bananas,77,tt6069620,"nm0068042,nm3661404,nm0744178"
Sah Al-Nawm,1975,8.3,nm8448688,Comedy,111,Sah Al-Nawm,103,tt6074704,\N
Aandavan Kattalai,2016,8.1,nm4359637,Drama,2881,Aandavan Kattalai,151,tt6076366,"nm4359637,nm13659743"
Skid Row Marathon,2017,8.0,nm4217375,Documentary,414,Skid Row Marathon,85,tt6076810,nm4217375
Raag Desh,2017,8.2,nm0223606,"Action,Drama,History",409,Raag Desh,135,tt6080746,"nm0223606,nm9161473"
São Paulo: 447th Anniversary,2001,9.4,nm10155544,"Documentary,History",101,Especial: São Paulo 447 Anos,88,tt6081240,nm10155544
Terence McKenna's True Hallucinations,2016,8.1,nm6739552,Documentary,177,Terence McKenna's True Hallucinations,\N,tt6083344,\N
Abu: Father,2017,8.0,nm3942873,Documentary,257,Abu: Father,80,tt6085926,nm3942873
Fade to Black,2017,8.8,nm5068913,Documentary,1631,Fade to Black,81,tt6095002,"nm5127102,nm5068913"
Arrangiarsi: pizza... and the art of living,2017,8.3,nm8470073,Documentary,117,Arrangiarsi: pizza... and the art of living,91,tt6097926,nm8470073
Purdah,2018,8.2,nm2253745,"Documentary,Drama,Sport",319,Purdah,71,tt6099494,\N
Sunday Beauty Queen,2016,8.0,nm3974498,Documentary,170,Sunday Beauty Queen,95,tt6102288,\N
The Shame,1982,8.0,nm0008157,Drama,1039,El Ar,123,tt6109752,nm2697482
Ventilator,2016,8.2,nm1907581,Drama,943,Ventilator,143,tt6120548,nm1907581
Walking in the Opposite Direction,2016,8.0,nm8502496,"Biography,Documentary,Music",190,Walking in the Opposite Direction,96,tt6139984,nm8502496
Dark Wind,2017,8.0,nm4244515,Drama,1132,Dark Wind,95,tt6143422,nm2587508
Vikram Vedha,2017,8.3,"nm2566836,nm2575525,nm13732463","Action,Crime,Drama",46041,Vikram Vedha,147,tt6148156,"nm8904193,nm13659743,nm2566836,nm2575525"
Rush: Time Stand Still,2016,8.3,nm1385433,"Documentary,Music",600,Rush: Time Stand Still,97,tt6151042,nm1848474
Cercando La grande bellezza,2015,8.1,nm3695991,"Documentary,Drama",3465,Cercando La grande bellezza,61,tt6155190,\N
HyperNormalisation,2016,8.2,nm0193231,Documentary,6829,HyperNormalisation,166,tt6156350,nm0193231
Yarimçiq xatireler,2015,8.2,nm0246094,"Biography,Drama,History",275,Yarimçiq xatireler,90,tt6157292,"nm0753530,nm4109634"
Miss Saigon: 25th Anniversary,2016,8.1,nm3614151,"Drama,Musical,Romance",1786,Miss Saigon: 25th Anniversary,141,tt6162808,"nm0098842,nm0774744"
Rama Rama Re,2016,8.2,"nm8528554,nm1830517","Drama,Thriller",724,Rama Rama Re,112,tt6169798,"nm8531645,nm8528554,nm8531646,nm1830517"
Dionne Warwick: Don't Make Me Over,2021,8.0,"nm0374133,nm1737295","Biography,Documentary,Music",104,Dionne Warwick: Don't Make Me Over,95,tt6170406,nm1737295
Feedback,2017,8.8,nm1656742,"Comedy,Drama,Thriller",109,Feedback,108,tt6175402,nm1197880
Buzzfeed Unsolved: 3 Horrifying Cases of Ghosts and Demons,2016,8.7,nm3301505,Documentary,136,Buzzfeed Unsolved : 3 Horrifying Cases of Ghosts and Demons,46,tt6190796,\N
National Theatre Live: A View from the Bridge,2015,8.4,"nm0396994,nm0926911",Drama,225,National Theatre Live: A View from the Bridge,115,tt6203902,nm0007186
Swede Prince from Imereti,1995,9.0,nm0997425,Drama,107,Swede Prince from Imereti,\N,tt6206060,\N
Black Donnellys,2017,8.2,nm3859431,History,162,Black Donnellys,45,tt6206098,nm3859431
The Uncertainty Has Settled,2017,8.0,nm5402349,Documentary,106,The Uncertainty Has Settled,89,tt6206758,"nm5402349,nm8552384"
Parava,2017,8.0,nm6229968,"Action,Comedy,Drama",4237,Parava,147,tt6212984,"nm5761921,nm6229968"
Reel Rock 11,2016,8.2,"nm5975638,nm1355730,nm1355731,nm2050348,nm2833230","Documentary,Sport",115,Reel Rock 11,90,tt6221322,\N
The Farthest,2017,8.1,nm0721707,"Documentary,History",4378,The Farthest,121,tt6223974,nm0721707
Apocalypse Will Not Happen,2015,8.5,nm0997425,Drama,507,Apocalypse Will Not Happen,79,tt6239540,nm0997425
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,8.5,nm0062614,Animation,793,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,134,tt6246170,"nm0062614,nm3788160,nm1597736"
Jatra,2016,8.1,nm8584662,"Action,Comedy,Drama",289,Jatra,150,tt6249904,nm8584662
The Heart of Nuba,2016,8.4,nm0007189,"Biography,Documentary,War",129,The Heart of Nuba,85,tt6255478,\N
Ti Saddhya Kay Karte,2017,8.0,"nm1331153,nm9955258",Romance,906,Ti Saddhya Kay Karte,127,tt6267944,"nm6668295,nm1331153"
Chowka,2017,8.1,nm5736200,"Drama,Romance",783,Chowka,178,tt6284474,nm5736200
A Billion Colour Story,2016,8.1,nm8616277,Drama,463,A Billion Colour Story,105,tt6289320,nm8616277
Martyrs of Marriage,2016,8.3,nm8625612,Documentary,200,Martyrs of Marriage,90,tt6304018,\N
Take Off,2017,8.1,nm3525879,"Action,Drama,Thriller",6517,Take Off,139,tt6315524,"nm3525879,nm8631318"
Ayla: The Daughter of War,2017,8.3,nm8631915,"Biography,Drama,History",40489,Ayla: The Daughter of War,125,tt6316138,nm2320774
George Takei's Allegiance,2016,8.4,nm5103451,Musical,243,George Takei's Allegiance,130,tt6316170,"nm8631921,nm5102422,nm5103451"
Cries from Syria,2017,8.3,nm1017958,"Documentary,Drama,War",1062,Cries from Syria,111,tt6319654,\N
What's My Name: Muhammad Ali,2019,8.4,nm0298807,"Biography,Documentary,Sport",2190,What's My Name: Muhammad Ali,165,tt6328046,nm6026697
Kiriti Roy,2016,8.9,nm5020492,Thriller,971,Kiriti Roy,143,tt6330220,nm1275836
What We Left Behind: Looking Back at Star Trek: Deep Space Nine,2018,8.3,"nm0066985,nm1577453","Documentary,Sci-Fi",1934,What We Left Behind: Looking Back at Star Trek: Deep Space Nine,116,tt6332276,\N
Chasing Coral,2017,8.1,nm2341611,Documentary,5322,Chasing Coral,93,tt6333054,"nm2420356,nm7364327,nm2341611"
Disney's Newsies: The Broadway Musical!,2017,8.3,"nm0129919,nm3614151",Musical,3168,Disney's Newsies: The Broadway Musical,149,tt6346162,"nm0001213,nm0879318,nm0925276"
Bending the Arc,2017,8.1,"nm0203400,nm1310430",Documentary,360,Bending the Arc,102,tt6370266,nm3765886
Dhumketu,2016,8.6,nm1907554,Drama,126,Dhumketu,\N,tt6376792,nm1907554
Dhuruvangal Pathinaaru,2016,8.2,nm8678191,"Crime,Drama,Mystery",15988,Dhuruvangal Pathinaaru,105,tt6380520,nm8678191
Colours of Innocence,2016,8.4,nm8681252,Drama,517,Colours of Innocence,81,tt6384376,"nm0051808,nm8681252"
Billy Connolly: High Horse Tour Live,2016,8.0,\N,Documentary,163,Billy Connolly: High Horse Tour Live,96,tt6405058,nm0175262
Holocausto Brasileiro,2016,8.2,"nm8699228,nm2657608",Documentary,190,Holocausto Brasileiro,90,tt6410688,nm8699228
Raaga,2017,9.0,nm5914466,Drama,108,Raaga,123,tt6416358,"nm5914466,nm8708918"
Planeta Petrila,2016,8.1,nm2447902,Documentary,700,Planeta Petrila,80,tt6432808,nm2447902
Swalef Tafash,2016,8.8,\N,\N,134,Swalef Tafash,115,tt6448312,\N
Terry Pratchett: Back in Black,2017,8.3,nm3349479,Documentary,214,Terry Pratchett: Back in Black,50,tt6468114,\N
Scream for Me Sarajevo,2017,8.7,nm5514670,"Documentary,Music,War",1242,Scream for Me Sarajevo,95,tt6481232,"nm5514670,nm3565316"
One Heart: The A.R. Rahman Concert Film,2017,8.5,"nm3982372,nm11047032,nm8748449","Documentary,Music",256,One Heart: The A.R. Rahman Concert Film,87,tt6484956,\N
May it Last: A Portrait of the Avett Brothers,2017,8.3,"nm0031976,nm0094397","Documentary,Music",710,May It Last: A Portrait of the Avett Brothers,104,tt6487050,\N
Generation: Freedom,2019,8.9,nm3990111,Documentary,243,Generation: Freedom,98,tt6487784,\N
Muppet Guys Talking,2017,8.1,nm0000568,Documentary,121,Muppet Guys Talking: Secrets Behind the Show the Whole World Watched,65,tt6488750,\N
Father and Son,2017,8.3,nm8779960,"Drama,Family",105,Cha Cõng Con,90,tt6531206,"nm7098068,nm8779960"
The Jump,2020,8.2,nm4697611,"Documentary,History",787,Suolis,84,tt6546810,"nm1395408,nm4697611"
Bluefish,2017,8.9,nm6768489,"Action,Adventure,Animation",176,Bluefish,64,tt6596138,"nm6768489,nm8819271"
Kaagaz Ki Kashti,2017,8.9,nm4827297,Documentary,274,Kaagaz Ki Kashti,127,tt6597248,"nm9140649,nm4827297"
Etgar Keret: Based on a True Story,2017,8.0,nm8822770,"Animation,Biography,Documentary",164,Etgar Keret: Based on a True Story,67,tt6603516,"nm8822770,nm8822769"
Living Proof,2017,8.0,nm1254497,"Biography,Documentary",387,Living Proof,93,tt6604174,"nm1254497,nm2094858"
Story of an Egg,2017,8.0,nm8833077,"Comedy,Drama",1482,Ondu Motteya Kathe,124,tt6620238,nm8833077
Mantra: Sounds Into Silence,2017,8.0,"nm2201454,nm8833974","Documentary,Music",101,Mantra: Sounds into Silence,85,tt6622540,\N
Cycle,2018,8.2,nm4852399,Comedy,557,Cycle,96,tt6627630,nm4308921
The Wild Pear Tree,2018,8.0,nm0149196,Drama,24935,Ahlat Agaci,188,tt6628102,"nm0946324,nm0149196,nm9831079"
On vam ne Dimon,2017,8.8,nm6281092,Documentary,3824,On vam ne Dimon,50,tt6679360,\N
Charandas Chor,2017,9.5,nm4274191,Drama,102,Charandas Chor,101,tt6685014,"nm4274191,nm8870300"
3 Wheeling,2017,8.1,nm5967536,"Documentary,Sport",110,3 Wheeling,101,tt6693242,nm5967536
Everything Everywhere All at Once,2022,8.1,"nm3453283,nm3215397","Action,Adventure,Comedy",277436,Everything Everywhere All at Once,139,tt6710474,"nm3453283,nm3215397"
Samadhi,2017,8.3,nm5289825,Documentary,685,Samadhi,60,tt6713862,"nm5289825,nm9853635"
Chigurida Kanasu,2003,8.1,nm0619056,Drama,115,Chigurida Kanasu,154,tt6718460,"nm0438913,nm5664968,nm0619056"
Scenes from a Marriage,1974,8.3,nm0000005,Drama,7394,Scener ur ett äktenskap,169,tt6725014,nm0000005
Supersapiens: The Rise of the Mind,2017,8.0,nm6029435,Documentary,445,Supersapiens: The Rise of the Mind,78,tt6733474,nm6029435
Rabb Da Radio,2017,8.1,"nm9257439,nm8906440",Drama,909,Rabb Da Radio,121,tt6750852,"nm7556828,nm10163219"
Parasite,2019,8.5,nm0094435,"Drama,Thriller",807265,Gisaengchung,132,tt6751668,"nm0094435,nm8243301"
Under the Palm Tree,2021,8.5,nm3644596,Thriller,181,Under the Palm Tree,\N,tt6759838,"nm6999116,nm8984373,nm3644596"
Rightways Down,2017,8.1,nm8519166,"Crime,Drama,Thriller",191,Rightways Down,216,tt6774196,nm8519166
"O Jehovah, ... I Trust in You",2016,8.8,\N,"Drama,History,War",131,"O Jehovah, ... I Trust in You",52,tt6779238,\N
Hope for What We Do Not See,2016,8.8,\N,Drama,101,Hope for What We Do Not See,47,tt6779266,\N
What Is True Love?,2015,8.6,\N,"Drama,Romance",113,What Is True Love?,74,tt6779286,\N
Sandik,2018,8.1,nm3689306,Horror,104,Sandik,96,tt6788622,"nm7075944,nm3689306"
Martírio,2016,8.5,"nm6238641,nm3559401,nm1048521",Documentary,199,Martírio,162,tt6788828,"nm3559401,nm1048521"
LA 92,2017,8.2,"nm2418675,nm1390562","Crime,Documentary,History",6577,LA 92,114,tt6794424,\N
Weit: The Story of a Journey Around the World,2017,8.2,"nm8456831,nm8936275","Adventure,Documentary",1183,WEIT. Die Geschichte von einem Weg um die Welt,128,tt6802522,\N
Sendhoorapandi,1993,8.1,nm0151546,"Action,Drama,Romance",1195,Sendhoorapandi,138,tt6823034,"nm2158519,nm0151546"
Vasantha Vaasal,1996,8.5,nm8949277,"Action,Romance",2337,Vasantha Vaasal,132,tt6823268,nm8949277
Whina,2022,8.3,"nm1094036,nm4520877","Biography,Drama",101,Whina,112,tt6826120,"nm5819328,nm1094036,nm4520877"
Love Today,1997,8.8,nm2569785,"Drama,Romance",2913,Love Today,151,tt6827298,nm2569785
Priyamudan,1998,8.5,nm2015765,"Romance,Thriller",2437,Priyamudan,156,tt6827584,"nm1474787,nm2015765"
